"interaction_id","survey_id","Classical_Anxiety","Country_Anxiety","EDM_Anxiety","Folk_Anxiety","Gospel_Anxiety","HipHop_Anxiety","Jass_Anxiety","Kpop_Anxiety","Latin_Anxiety","Lofi_Anxiety","Metal_Anxiety","Pop_Anxiety","RB_Anxiety","Rap_Anxiety","Rock_Anxiety","VideoGameMusic_Anxiety","Classical_Depression","Country_Depression","EDM_Depression","Folk_Depression","Gospel_Depression","HipHop_Depression","Jass_Depression","Kpop_Depression","Latin_Depression","Lofi_Depression","Metal_Depression","Pop_Depression","RB_Depression","Rap_Depression","Rock_Depression","VideoGameMusic_Depression","Classical_Insomnia","Country_Insomnia","EDM_Insomnia","Folk_Insomnia","Gospel_Insomnia","HipHop_Insomnia","Jass_Insomnia","Kpop_Insomnia","Latin_Insomnia","Lofi_Insomnia","Metal_Insomnia","Pop_Insomnia","RB_Insomnia","Rap_Insomnia","Rock_Insomnia","VideoGameMusic_Insomnia","Classical_OCD","Country_OCD","EDM_OCD","Folk_OCD","Gospel_OCD","HipHop_OCD","Jass_OCD","Kpop_OCD","Latin_OCD","Lofi_OCD","Metal_OCD","Pop_OCD","RB_OCD","Rap_OCD","Rock_OCD","VideoGameMusic_OCD"
395,395,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.0,0.25,0.5,0.5,0.5,0.25,0.25,1.0,0.666667,0.333333,0.666667,1.0,0.666667,0.666667,0.333333,0.333333,0.0,0.333333,0.666667,0.666667,0.666667,0.333333,0.333333,1.0,0.666667,0.333333,0.666667,1.0,0.666667,0.666667,0.333333,0.333333,0.0,0.333333,0.666667,0.666667,0.666667,0.333333,0.333333,1.0,0.666667,0.333333,0.666667,1.0,0.666667,0.666667,0.333333,0.333333,0.0,0.333333,0.666667,0.666667,0.666667,0.333333,0.333333
396,396,0.142857,0.428571,0.285714,0.142857,0.0,0.428571,0.142857,0.0,0.428571,0.285714,0.142857,0.428571,0.428571,0.428571,0.285714,0.285714,0.111111,0.333333,0.222222,0.111111,0.0,0.333333,0.111111,0.0,0.333333,0.222222,0.111111,0.333333,0.333333,0.333333,0.222222,0.222222,0.142857,0.428571,0.285714,0.142857,0.0,0.428571,0.142857,0.0,0.428571,0.285714,0.142857,0.428571,0.428571,0.428571,0.285714,0.285714,1.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0
397,397,0.5,0.0,0.25,0.0,0.0,0.75,0.25,0.0,0.0,0.25,0.0,0.5,0.75,0.75,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.4,0.6,0.6,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.5,0.5,0.0,0.0,0.5,0.0,1.0,1.5,1.5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0
398,398,0.142857,0.142857,0.285714,0.428571,0.0,0.285714,0.142857,0.0,0.285714,0.428571,0.142857,0.285714,0.428571,0.142857,0.428571,0.142857,0.142857,0.142857,0.285714,0.428571,0.0,0.285714,0.142857,0.0,0.285714,0.428571,0.142857,0.285714,0.428571,0.142857,0.428571,0.142857,0.125,0.125,0.25,0.375,0.0,0.25,0.125,0.0,0.25,0.375,0.125,0.25,0.375,0.125,0.375,0.125,0.166667,0.166667,0.333333,0.5,0.0,0.333333,0.166667,0.0,0.333333,0.5,0.166667,0.333333,0.5,0.166667,0.5,0.166667
399,399,0.75,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.75,0.25,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.6,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.6,0.2,0.6,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.6,0.2
400,400,0.666667,0.666667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.666667,0.0,0.666667,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.666667,0.666667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.666667,0.0,0.666667,0.0,0.666667,0.666667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.666667,0.0,0.666667,0.0
401,401,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.0,0.0,0.0,0.181818,0.181818,0.181818,0.181818,0.0,0.0909091,0.0,0.0909091,0.0909091,0.0909091,0.181818,0.272727,0.272727,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.75,0.75,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0
402,402,0.111111,0.111111,0.111111,0.222222,0.111111,0.222222,0.222222,0.111111,0.111111,0.333333,0.111111,0.333333,0.222222,0.222222,0.333333,0.222222,0.333333,0.333333,0.333333,0.666667,0.333333,0.666667,0.666667,0.333333,0.333333,1.0,0.333333,1.0,0.666667,0.666667,1.0,0.666667,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.5,0.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0
403,403,1.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0
404,404,0.125,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.375,0.25,0.375,0.375,0.125,0.125,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.375,0.25,0.375,0.375,0.125,0.166667,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.5,0.333333,0.5,0.5,0.166667,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0
405,405,0.0,0.142857,0.142857,0.285714,0.0,0.0,0.142857,0.0,0.0,0.142857,0.285714,0.142857,0.285714,0.0,0.428571,0.285714,0.0,0.333333,0.333333,0.666667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.666667,0.333333,0.666667,0.0,1.0,0.666667,0.0,0.333333,0.333333,0.666667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.666667,0.333333,0.666667,0.0,1.0,0.666667,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.5,1.0
406,406,0.111111,0.0,0.222222,0.222222,0.0,0.111111,0.0,0.222222,0.0,0.222222,0.111111,0.222222,0.0,0.111111,0.222222,0.333333,0.111111,0.0,0.222222,0.222222,0.0,0.111111,0.0,0.222222,0.0,0.222222,0.111111,0.222222,0.0,0.111111,0.222222,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.333333,0.5,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0
407,407,0.0909091,0.0,0.0909091,0.0909091,0.0,0.0909091,0.0909091,0.0,0.0,0.0909091,0.181818,0.181818,0.0909091,0.181818,0.272727,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.25,0.25,0.125,0.25,0.375,0.0,0.333333,0.0,0.333333,0.333333,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.666667,0.666667,0.333333,0.666667,1.0,0.0,0.111111,0.0,0.111111,0.111111,0.0,0.111111,0.111111,0.0,0.0,0.111111,0.222222,0.222222,0.111111,0.222222,0.333333,0.0
408,408,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.142857,0.0,0.0,0.285714,0.0,0.142857,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,0.285714,0.428571,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.6,0.0
409,409,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0
410,410,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.5,0.5,0.0,0.5,1.5,1.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.75,0.25,0.0,0.25,0.75,0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,0.142857,0.0,0.0,0.285714,0.0,0.142857,0.0,0.0,0.0,0.142857,0.428571,0.142857,0.0,0.142857,0.428571,0.285714
411,411,0.125,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.0,0.25,0.0,0.125,0.0,0.375,0.125,0.125,0.142857,0.0,0.0,0.0,0.0,0.285714,0.142857,0.285714,0.0,0.285714,0.0,0.142857,0.0,0.428571,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.285714,0.142857,0.285714,0.0,0.285714,0.0,0.142857,0.0,0.428571,0.142857,0.142857,0.166667,0.0,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.5,0.166667,0.166667
412,412,0.166667,0.0,0.0,0.0,0.0,0.166667,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.333333,0.0,0.333333,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.75,0.0,0.75,0.0,0.75,0.75,0.5,0.0,0.5,0.333333,0.0,0.0,0.0,0.0,0.333333,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.666667,0.0,0.666667,0.5,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0.0,1.5,0.0,1.5,1.5,1.0,0.0,1.0
413,413,0.333333,0.0,0.0,1.0,0.0,0.0,0.666667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
414,414,0.0,0.0,0.222222,0.0,0.0,0.111111,0.222222,0.333333,0.111111,0.111111,0.0,0.333333,0.222222,0.111111,0.111111,0.0,0.0,0.0,0.285714,0.0,0.0,0.142857,0.285714,0.428571,0.142857,0.142857,0.0,0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.3,0.1,0.1,0.0,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.222222,0.0,0.0,0.111111,0.222222,0.333333,0.111111,0.111111,0.0,0.333333,0.222222,0.111111,0.111111,0.0
415,415,0.333333,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.166667,0.0,0.166667,0.5,0.333333,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.125,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.125,0.375,0.25,0.666667,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333,0.0,0.333333,1.0,0.666667
416,416,0.5,0.25,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.666667,0.333333,0.0,0.666667,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.666667,0.0,0.333333,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.333333,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
417,417,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.2,0.4,0.4,0.4,0.2,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.25,0.5,0.5,0.5,0.25,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.2,0.4,0.4,0.4,0.2,0.0,0.166667,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.0
418,418,0.0909091,0.0,0.0909091,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.181818,0.0,0.0909091,0.0,0.0909091,0.0909091,0.111111,0.0,0.111111,0.0,0.0,0.0,0.111111,0.0,0.0,0.0,0.222222,0.0,0.111111,0.0,0.111111,0.111111,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.2
419,419,0.333333,0.666667,0.0,0.0,0.333333,0.666667,0.666667,0.0,0.0,0.0,0.0,0.666667,0.666667,0.666667,0.333333,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0
420,420,0.0,0.2,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.6,0.4,0.4,0.2,0.2,0.6,0.6,0.0,0.333333,0.666667,0.0,0.0,0.666667,0.333333,0.0,0.0,1.0,0.666667,0.666667,0.333333,0.333333,1.0,1.0,0.0,0.25,0.5,0.0,0.0,0.5,0.25,0.0,0.0,0.75,0.5,0.5,0.25,0.25,0.75,0.75,0.0,0.333333,0.666667,0.0,0.0,0.666667,0.333333,0.0,0.0,1.0,0.666667,0.666667,0.333333,0.333333,1.0,1.0
421,421,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,0.166667,0.166667,0.0,0.5,0.0,0.166667,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.333333,0.5,0.5,0.125,0.125,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.375,0.375,0.375,0.0,0.25,0.375,0.375,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0
422,422,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.666667,0.333333,0.333333,0.666667,0.333333,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.2,0.166667,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.666667,0.333333,0.333333,0.666667,0.333333
423,423,0.222222,0.111111,0.0,0.0,0.111111,0.0,0.111111,0.0,0.222222,0.111111,0.0,0.333333,0.0,0.0,0.0,0.333333,0.25,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.125,0.0,0.375,0.0,0.0,0.0,0.375,0.25,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.125,0.0,0.375,0.0,0.0,0.0,0.375,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0
424,424,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.666667,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.0,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.666667,0.0,0.666667,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.0,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.666667,0.0,0.666667,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.0,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.666667,0.0
425,425,0.333333,0.333333,0.166667,0.5,0.0,0.5,0.5,0.166667,0.166667,0.5,0.166667,0.333333,0.5,0.5,0.5,0.166667,0.181818,0.181818,0.0909091,0.272727,0.0,0.272727,0.272727,0.0909091,0.0909091,0.272727,0.0909091,0.181818,0.272727,0.272727,0.272727,0.0909091,0.222222,0.222222,0.111111,0.333333,0.0,0.333333,0.333333,0.111111,0.111111,0.333333,0.111111,0.222222,0.333333,0.333333,0.333333,0.111111,2.0,2.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0
426,426,0.285714,0.0,0.0,0.142857,0.428571,0.0,0.285714,0.0,0.142857,0.0,0.0,0.285714,0.285714,0.0,0.142857,0.0,0.4,0.0,0.0,0.2,0.6,0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.181818,0.0,0.0,0.0909091,0.272727,0.0,0.181818,0.0,0.0909091,0.0,0.0,0.181818,0.181818,0.0,0.0909091,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
427,427,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,428,0.333333,0.166667,0.333333,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.0,0.5,0.166667,0.0,0.333333,0.333333,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.125,0.0,0.25,0.0,0.375,0.125,0.0,0.25,0.25,0.666667,0.333333,0.666667,0.0,0.0,0.333333,0.666667,0.333333,0.0,0.666667,0.0,1.0,0.333333,0.0,0.666667,0.666667,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0
429,429,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.285714,0.0,0.285714,0.0,0.0,0.0,0.285714,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.222222,0.0,0.222222,0.0,0.0,0.0,0.222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.333333
430,430,0.0,0.0,0.222222,0.111111,0.0,0.333333,0.0,0.333333,0.222222,0.0,0.0,0.333333,0.333333,0.333333,0.222222,0.111111,0.0,0.0,0.222222,0.111111,0.0,0.333333,0.0,0.333333,0.222222,0.0,0.0,0.333333,0.333333,0.333333,0.222222,0.111111,0.0,0.0,0.181818,0.0909091,0.0,0.272727,0.0,0.272727,0.181818,0.0,0.0,0.272727,0.272727,0.272727,0.181818,0.0909091,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0
431,431,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.0,0.333333,0.333333,0.666667,0.666667,0.666667,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.0,0.333333,0.333333,0.666667,0.666667,0.666667,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.125,0.125,0.25,0.25,0.25,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0
432,432,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.25,0.125,0.125,0.25,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.25,0.375,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0
433,433,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,0.111111,0.0,0.222222,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,0.285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.666667,0.0,0.0,0.0,0.0
434,434,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.166667,0.166667
435,435,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0909091,0.0909091,0.0,0.0909091,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0909091,0.0909091,0.0,0.0909091,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.111111,0.111111,0.0,0.111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.333333
436,436,0.0909091,0.0,0.181818,0.0,0.0,0.272727,0.0,0.0909091,0.0909091,0.0909091,0.181818,0.272727,0.0909091,0.272727,0.272727,0.0909091,0.111111,0.0,0.222222,0.0,0.0,0.333333,0.0,0.111111,0.111111,0.111111,0.222222,0.333333,0.111111,0.333333,0.333333,0.111111,0.142857,0.0,0.285714,0.0,0.0,0.428571,0.0,0.142857,0.142857,0.142857,0.285714,0.428571,0.142857,0.428571,0.428571,0.142857,0.333333,0.0,0.666667,0.0,0.0,1.0,0.0,0.333333,0.333333,0.333333,0.666667,1.0,0.333333,1.0,1.0,0.333333
437,437,0.0,0.333333,0.0,0.111111,0.111111,0.0,0.111111,0.0,0.0,0.0,0.111111,0.111111,0.111111,0.0,0.222222,0.111111,0.0,0.5,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.0,1.0,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.666667,0.333333,0.0,0.75,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.25
438,438,0.0,0.272727,0.0,0.0909091,0.181818,0.0,0.0,0.0,0.0,0.0,0.0909091,0.272727,0.0,0.181818,0.272727,0.181818,0.0,0.333333,0.0,0.111111,0.222222,0.0,0.0,0.0,0.0,0.0,0.111111,0.333333,0.0,0.222222,0.333333,0.222222,0.0,0.428571,0.0,0.142857,0.285714,0.0,0.0,0.0,0.0,0.0,0.142857,0.428571,0.0,0.285714,0.428571,0.285714,0.0,1.0,0.0,0.333333,0.666667,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,0.0,0.666667,1.0,0.666667
439,439,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.25,0.125,0.0,0.25,0.25,0.333333,0.0,0.111111,0.0,0.0,0.0,0.0,0.111111,0.0,0.111111,0.111111,0.222222,0.111111,0.0,0.222222,0.222222,1.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.333333,0.666667,0.333333,0.0,0.666667,0.666667,0.5,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.0,0.333333,0.333333
440,440,0.75,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.25,0.5,0.0,0.75,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.25,0.5,0.0,1.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.5,1.5,0.5,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0
441,441,1.5,1.0,0.0,1.0,1.0,0.5,1.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.5,0.0,1.5,1.0,0.0,1.0,1.0,0.5,1.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.5,0.0,1.0,0.666667,0.0,0.666667,0.666667,0.333333,1.0,0.333333,0.333333,0.333333,0.0,0.666667,0.666667,0.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0
442,442,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,0.25,0.25,0.0,0.0,0.0,0.375,0.25,0.125,0.125,0.0,0.125,0.375,0.25,0.25,0.375,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0
